move,X,Y,Z,E,F,A,command,line,,,,,
TRUE,121,50.585,9,0.28703,2400,5.20E-18,0,0,G1,G1 X121 Y50.585,,,
TRUE,121,50.825,9,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X121 Y50.825,,,
TRUE,129,50.825,9,0.28703,7200,5.20E-18,0,0,G0,G0 X129 Y50.825,,,
TRUE,129,50.685,9,0.28703,7200,5.20E-18,0,0,G0,G0 X129 Y50.685,,,
TRUE,129,59.315,9,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129 Y59.315 E0.28703,,,
TRUE,129,59.415,9,0.28703,2400,5.20E-18,0,0,G1,G1 X129 Y59.415,,,
TRUE,129.475,59.475,9,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.475 Y59.475,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,129.475,50.525,9,0.28279,2400,5.20E-18,0,0,G1,G1 F2400 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,9,0.28279,2400,5.20E-18,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.525,59.475,9,0.28279,2400,5.20E-18,0,0,G1,G1 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,9,0.28279,2400,5.20E-18,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.205,59.205,9,0.28279,7200,5.20E-18,0,0,G0,G0 F7200 X129.205 Y59.205,,,
TRUE,120.395,50.395,9,0.28279,7200,5.20E-18,0,0,G0,G0 X120.395 Y50.395,,,
TRUE,120.125,50.125,9,0.28279,7200,5.20E-18,0,0,G0,G0 X120.125 Y50.125,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,59.875,9,0.30807,1200,5.20E-18,0,0,G1,G1 F1200 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,9,0.30807,1200,5.20E-18,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,9,0.30807,1200,5.20E-18,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,120.125,50.125,9,0.30807,1200,5.20E-18,0,0,G1,G1 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,50.325,9,0.30807,7200,5.20E-18,0,0,G0,G0 F7200 X120.125 Y50.325,,,
TRUE,121.125,51.007,9,0.30807,7200,5.20E-18,0,0,G0,G0 X121.125 Y51.007,,,
TRUE,121.125,51.007,9,-0.8,2100,5.20E-18,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,121.125,51.007,9.2,-0.8,600,5.20E-18,0,0,G0,G0 F600 X121.125 Y51.007 Z9.2,,,
TRUE,120.339,50.339,9.2,-0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.339 Y50.339,,,
TRUE,119.175,49.65,9.2,-0.8,7200,5.20E-18,0,0,G0,G0 X119.175 Y49.65,,,
TRUE,119.175,49.65,9.2,0.8,2100,5.20E-18,0,0,G1,G1 F2100 E0.8,,,
TRUE,119.65,49.65,9.2,0.8,7200,5.20E-18,0,0,G0,G0 F7200 X119.65 Y49.65,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TIME_ELAPSED:1167.058196,,TIME_ELAPSED:1167.058196,
FALSE,None,None,None,None,None,5.20E-18,0,0,,LAYER:45,,LAYER:45,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,119.986,49.475,9.2,0.01197,2400,5.20E-18,0,0,G1,G1 F2400 X119.986 Y49.475 E0.01197,,,
TRUE,129.925,49.475,9.2,0.31404,2400,5.20E-18,0,0,G1,G1 X129.925 Y49.475 E0.31404,,,
TRUE,130.349,49.651,9.2,0.01451,2400,5.20E-18,0,0,G1,G1 X130.349 Y49.651 E0.01451,,,
TRUE,130.526,50.075,9.2,0.01452,2400,5.20E-18,0,0,G1,G1 X130.526 Y50.075 E0.01452,,,
TRUE,130.526,60.014,9.2,0.31404,2400,5.20E-18,0,0,G1,G1 X130.526 Y60.014 E0.31404,,,
TRUE,130.349,60.349,9.2,0.01197,2400,5.20E-18,0,0,G1,G1 X130.349 Y60.349 E0.01197,,,
TRUE,130.014,60.525,9.2,0.01196,2400,5.20E-18,0,0,G1,G1 X130.014 Y60.525 E0.01196,,,
TRUE,120.075,60.525,9.2,0.31404,2400,5.20E-18,0,0,G1,G1 X120.075 Y60.525 E0.31404,,,
TRUE,119.65,60.35,9.2,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y60.35 E0.01452,,,
TRUE,119.475,60.014,9.2,0.01197,2400,5.20E-18,0,0,G1,G1 X119.475 Y60.014 E0.01197,,,
TRUE,119.475,50.075,9.2,0.31404,2400,5.20E-18,0,0,G1,G1 X119.475 Y50.075 E0.31404,,,
TRUE,119.65,49.65,9.2,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y49.65 E0.01452,,,
TRUE,119.175,49.65,9.2,0.01452,7200,5.20E-18,0,0,G0,G0 F7200 X119.175 Y49.65,,,
TRUE,131.422,48.578,9.2,0.01452,7200,5.20E-18,0,0,G0,G0 X131.422 Y48.578,,,
TRUE,131.692,48.308,9.2,0.01452,7200,5.20E-18,0,0,G0,G0 X131.692 Y48.308,,,
TRUE,118.309,48.309,9.2,0.42286,2400,5.20E-18,0,0,G1,G1 F2400 X118.309 Y48.309 E0.42286,,,
TRUE,118.309,61.691,9.2,0.42283,2400,5.20E-18,0,0,G1,G1 X118.309 Y61.691 E0.42283,,,
TRUE,131.692,61.692,9.2,0.42286,2400,5.20E-18,0,0,G1,G1 X131.692 Y61.692 E0.42286,,,
TRUE,131.692,48.308,9.2,0.4229,2400,5.20E-18,0,0,G1,G1 X131.692 Y48.308 E0.4229,,,
TRUE,132.092,47.908,9.2,0.4229,7200,5.20E-18,0,0,G0,G0 F7200 X132.092 Y47.908,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,117.909,47.909,9.2,0.44814,1200,5.20E-18,0,0,G1,G1 F1200 X117.909 Y47.909 E0.44814,,,
TRUE,117.909,62.091,9.2,0.44811,1200,5.20E-18,0,0,G1,G1 X117.909 Y62.091 E0.44811,,,
TRUE,132.092,62.092,9.2,0.44814,1200,5.20E-18,0,0,G1,G1 X132.092 Y62.092 E0.44814,,,
TRUE,132.092,47.908,9.2,0.44817,1200,5.20E-18,0,0,G1,G1 X132.092 Y47.908 E0.44817,,,
TRUE,131.892,47.908,9.2,0.44817,7200,5.20E-18,0,0,G0,G0 F7200 X131.892 Y47.908,,,
TRUE,131.422,48.578,9.2,0.44817,7200,5.20E-18,0,0,G0,G0 X131.422 Y48.578,,,
TRUE,130.067,49.175,9.2,0.44817,7200,5.20E-18,0,0,G0,G0 X130.067 Y49.175,,,
TRUE,130.067,49.933,9.2,0.44817,7200,5.20E-18,0,0,G0,G0 X130.067 Y49.933,,,
TRUE,130.126,50.075,9.2,0.00486,1200,5.20E-18,0,0,G1,G1 F1200 X130.126 Y50.075 E0.00486,,,
TRUE,130.123,59.96,9.2,0.31234,1200,5.20E-18,0,0,G1,G1 X130.123 Y59.96 E0.31234,,,
TRUE,130.067,60.067,9.2,0.00382,1200,0.02,0,0,G1,G1 X130.067 Y60.067 E0.00382,,,
TRUE,129.96,60.123,9.2,0.00382,1200,0.02,0,0,G1,G1 X129.96 Y60.123 E0.00382,,,
TRUE,120.075,60.125,9.2,0.31234,1200,0.02,0,0,G1,G1 X120.075 Y60.125 E0.31234,,,
TRUE,119.933,60.067,9.2,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y60.067 E0.00485,,,
TRUE,119.877,59.96,9.2,0.00382,1200,-0.01,0,0,G1,G1 X119.877 Y59.96 E0.00382,,,
TRUE,119.875,50.075,9.2,0.31234,1200,-0.01,0,0,G1,G1 X119.875 Y50.075 E0.31234,,,
TRUE,119.933,49.933,9.2,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y49.933 E0.00485,,,
TRUE,120.04,49.877,9.2,0.00382,1200,-0.01,0,0,G1,G1 X120.04 Y49.877 E0.00382,,,
TRUE,129.925,49.875,9.2,0.31234,1200,-0.01,0,0,G1,G1 X129.925 Y49.875 E0.31234,,,
TRUE,130.067,49.933,9.2,0.00485,1200,5.20E-18,0,0,G1,G1 X130.067 Y49.933 E0.00485,,,
TRUE,130.126,50.075,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 F7200 X130.126 Y50.075,,,
TRUE,130.126,50.122,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 X130.126 Y50.122,,,
TRUE,130.825,50.122,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 X130.825 Y50.122,,,
TRUE,130.753,49.247,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 X130.753 Y49.247,,,
TRUE,119.247,49.247,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 X119.247 Y49.247,,,
TRUE,119.094,50.077,9.2,0.00485,7200,5.20E-18,0,0,G0,G0 X119.094 Y50.077,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,119.109,50.001,9.2,0.00258,1197,5.20E-18,0,0,G1,G1 F1197 X119.109 Y50.001 E0.00258,,,
TRUE,119.358,49.393,9.2,0.02185,1200,5.20E-18,0,0,G1,G1 F1200 X119.358 Y49.393 E0.02185,,,
TRUE,119.908,49.095,9.2,0.02086,1197,5.20E-18,0,0,G1,G1 F1197 X119.908 Y49.095 E0.02086,,,
TRUE,129.964,49.094,9.2,0.33614,1194,5.20E-18,0,0,G1,G1 F1194 X129.964 Y49.094 E0.33614,,,
TRUE,130.629,49.371,9.2,0.02396,1200,5.20E-18,0,0,G1,G1 F1200 X130.629 Y49.371 E0.02396,,,
TRUE,130.907,50.038,9.2,0.02403,1200,5.20E-18,0,0,G1,G1 X130.907 Y50.038 E0.02403,,,
TRUE,130.906,60.094,9.2,0.33614,1194,5.20E-18,0,0,G1,G1 F1194 X130.906 Y60.094 E0.33614,,,
TRUE,130.618,60.618,9.2,0.01994,1197,0.01,0,0,G1,G1 F1197 X130.618 Y60.618 E0.01994,,,
TRUE,130.094,60.906,9.2,0.01994,1197,0.01,0,0,G1,G1 X130.094 Y60.906 E0.01994,,,
TRUE,120.038,60.906,9.2,0.33614,1194,0.01,0,0,G1,G1 F1194 X120.038 Y60.906 E0.33614,,,
TRUE,119.393,60.642,9.2,0.02318,1200,5.20E-18,0,0,G1,G1 F1200 X119.393 Y60.642 E0.02318,,,
TRUE,119.095,60.092,9.2,0.02086,1197,5.20E-18,0,0,G1,G1 F1197 X119.095 Y60.092 E0.02086,,,
TRUE,119.094,50.077,9.2,0.33477,1194,5.20E-18,0,0,G1,G1 F1194 X119.094 Y50.077 E0.33477,,,
TRUE,118.691,61.309,9.2,0.33477,7200,-0.01,0,0,G0,G0 F7200 X118.691 Y61.309,,,
TRUE,131.312,61.312,9.2,0.41978,1200,-0.01,0,0,G1,G1 F1200 X131.312 Y61.312 E0.41978,,,
TRUE,131.312,48.688,9.2,0.41988,1200,5.20E-18,0,0,G1,G1 X131.312 Y48.688 E0.41988,,,
TRUE,118.691,48.691,9.2,0.41978,1200,5.20E-18,0,0,G1,G1 X118.691 Y48.691 E0.41978,,,
TRUE,118.691,61.309,9.2,0.41968,1200,-0.01,0,0,G1,G1 X118.691 Y61.309 E0.41968,,,
TRUE,119.298,60.8,9.2,0.41968,7200,5.20E-18,0,0,G0,G0 F7200 X119.298 Y60.8,,,
TRUE,118.893,60.8,9.2,0.01347,1200,5.20E-18,0,0,G1,G1 F1200 X118.893 Y60.8 E0.01347,,,
TRUE,118.894,60.4,9.2,0.01347,7200,5.20E-18,0,0,G0,G0 F7200 X118.894 Y60.4,,,
TRUE,119.036,60.4,9.2,0.00472,1200,5.20E-18,0,0,G1,G1 F1200 X119.036 Y60.4 E0.00472,,,
TRUE,119.055,49.6,9.2,0.00472,7200,5.20E-18,0,0,G0,G0 F7200 X119.055 Y49.6,,,
TRUE,118.892,49.6,9.2,0.00542,1200,5.20E-18,0,0,G1,G1 F1200 X118.892 Y49.6 E0.00542,,,
TRUE,118.891,49.2,9.2,0.00542,7200,5.20E-18,0,0,G0,G0 F7200 X118.891 Y49.2,,,
TRUE,119.305,49.2,9.2,0.01377,1200,5.20E-18,0,0,G1,G1 F1200 X119.305 Y49.2 E0.01377,,,
TRUE,119.305,49.175,9.2,0.01377,7200,5.20E-18,0,0,G0,G0 F7200 X119.305 Y49.175,,,
TRUE,130.699,49.175,9.2,0.01377,7200,5.20E-18,0,0,G0,G0 X130.699 Y49.175,,,
TRUE,130.699,49.2,9.2,0.01377,7200,5.20E-18,0,0,G0,G0 X130.699 Y49.2,,,
TRUE,131.111,49.2,9.2,0.0137,1200,5.20E-18,0,0,G1,G1 F1200 X131.111 Y49.2 E0.0137,,,
TRUE,131.11,49.6,9.2,0.0137,7200,5.20E-18,0,0,G0,G0 F7200 X131.11 Y49.6,,,
TRUE,130.941,49.6,9.2,0.00562,1200,5.20E-18,0,0,G1,G1 F1200 X130.941 Y49.6 E0.00562,,,
TRUE,130.961,60.4,9.2,0.00562,7200,5.20E-18,0,0,G0,G0 F7200 X130.961 Y60.4,,,
TRUE,131.108,60.4,9.2,0.00489,1200,5.20E-18,0,0,G1,G1 F1200 X131.108 Y60.4 E0.00489,,,
TRUE,131.111,60.8,9.2,0.00489,7200,5.20E-18,0,0,G0,G0 F7200 X131.111 Y60.8,,,
TRUE,130.686,60.8,9.2,0.01414,1200,5.20E-18,0,0,G1,G1 F1200 X130.686 Y60.8 E0.01414,,,
TRUE,130.686,61.092,9.2,0.01414,7200,5.20E-18,0,0,G0,G0 F7200 X130.686 Y61.092,,,
TRUE,130.686,61.092,9.2,-0.8,2100,5.20E-18,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,120.825,60.325,9.2,-0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y60.325,,,
TRUE,120.825,58.999,9.2,-0.8,7200,5.20E-18,0,0,G0,G0 X120.825 Y58.999,,,
TRUE,120.825,58.999,9.2,0.8,2100,5.20E-18,0,0,G1,G1 F2100 E0.8,,,
TRUE,120.685,58.999,9.2,0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.685 Y58.999,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,129.315,58.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y58.999 E0.28703,,,
TRUE,129.415,58.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y58.999,,,
TRUE,129.175,58.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y58.999,,,
TRUE,129.175,56.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X129.175 Y56.999,,,
TRUE,129.315,56.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X129.315 Y56.999,,,
TRUE,120.685,56.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X120.685 Y56.999 E0.28703,,,
TRUE,120.585,56.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 X120.585 Y56.999,,,
TRUE,120.825,56.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y56.999,,,
TRUE,120.825,54.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.825 Y54.999,,,
TRUE,120.685,54.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.685 Y54.999,,,
TRUE,129.315,54.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y54.999 E0.28703,,,
TRUE,129.415,54.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y54.999,,,
TRUE,129.175,54.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y54.999,,,
TRUE,129.175,52.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X129.175 Y52.999,,,
TRUE,129.315,52.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X129.315 Y52.999,,,
TRUE,120.685,52.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X120.685 Y52.999 E0.28703,,,
TRUE,120.585,52.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 X120.585 Y52.999,,,
TRUE,120.825,52.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y52.999,,,
TRUE,120.825,50.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.825 Y50.999,,,
TRUE,120.685,50.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.685 Y50.999,,,
TRUE,129.315,50.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y50.999 E0.28703,,,
TRUE,129.415,50.999,9.2,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y50.999,,,
TRUE,129.175,50.999,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y50.999,,,
TRUE,120.795,50.795,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,9.2,0.28703,7200,5.20E-18,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,9.2,0.28279,2400,5.20E-18,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,9.2,0.28279,2400,5.20E-18,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,9.2,0.28279,2400,5.20E-18,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,9.2,0.28279,2400,5.20E-18,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.795,50.795,9.2,0.28279,7200,5.20E-18,0,0,G0,G0 F7200 X120.795 Y50.795,,,
TRUE,129.605,59.605,9.2,0.28279,7200,5.20E-18,0,0,G0,G0 X129.605 Y59.605,,,
TRUE,129.875,59.875,9.2,0.28279,7200,5.20E-18,0,0,G0,G0 X129.875 Y59.875,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,129.875,50.125,9.2,0.30807,1200,5.20E-18,0,0,G1,G1 F1200 X129.875 Y50.125 E0.30807,,,
TRUE,120.125,50.125,9.2,0.30807,1200,5.20E-18,0,0,G1,G1 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,59.875,9.2,0.30807,1200,5.20E-18,0,0,G1,G1 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,9.2,0.30807,1200,5.20E-18,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,59.675,9.2,0.30807,7200,5.20E-18,0,0,G0,G0 F7200 X129.875 Y59.675,,,
TRUE,128.875,58.993,9.2,0.30807,7200,5.20E-18,0,0,G0,G0 X128.875 Y58.993,,,
TRUE,128.875,58.993,9.2,-0.8,2100,5.20E-18,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,128.875,58.993,9.4,-0.8,600,5.20E-18,0,0,G0,G0 F600 X128.875 Y58.993 Z9.4,,,
TRUE,120.339,59.661,9.4,-0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.339 Y59.661,,,
TRUE,118.578,61.422,9.4,-0.8,7200,5.20E-18,0,0,G0,G0 X118.578 Y61.422,,,
TRUE,118.578,61.422,9.4,0.8,2100,5.20E-18,0,0,G1,G1 F2100 E0.8,,,
TRUE,118.353,61.647,9.4,0.8,7200,5.20E-18,0,0,G0,G0 F7200 X118.353 Y61.647,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TIME_ELAPSED:1187.418598,,TIME_ELAPSED:1187.418598,
FALSE,None,None,None,None,None,5.20E-18,0,0,,LAYER:46,,LAYER:46,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,131.648,61.648,9.4,0.42008,2400,5.20E-18,0,0,G1,G1 F2400 X131.648 Y61.648 E0.42008,,,
TRUE,131.648,48.352,9.4,0.42012,2400,5.20E-18,0,0,G1,G1 X131.648 Y48.352 E0.42012,,,
TRUE,118.353,48.353,9.4,0.42008,2400,5.20E-18,0,0,G1,G1 X118.353 Y48.353 E0.42008,,,
TRUE,118.353,61.647,9.4,0.42005,2400,5.20E-18,0,0,G1,G1 X118.353 Y61.647 E0.42005,,,
TRUE,118.622,61.378,9.4,0.42005,7200,5.20E-18,0,0,G0,G0 F7200 X118.622 Y61.378,,,
TRUE,130.014,60.825,9.4,0.42005,7200,5.20E-18,0,0,G0,G0 X130.014 Y60.825,,,
TRUE,130.014,60.525,9.4,0.42005,7200,5.20E-18,0,0,G0,G0 X130.014 Y60.525,,,
TRUE,120.075,60.525,9.4,0.31404,2400,5.20E-18,0,0,G1,G1 F2400 X120.075 Y60.525 E0.31404,,,
TRUE,119.65,60.35,9.4,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y60.35 E0.01452,,,
TRUE,119.475,60.014,9.4,0.01197,2400,5.20E-18,0,0,G1,G1 X119.475 Y60.014 E0.01197,,,
TRUE,119.475,50.075,9.4,0.31404,2400,5.20E-18,0,0,G1,G1 X119.475 Y50.075 E0.31404,,,
TRUE,119.65,49.65,9.4,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y49.65 E0.01452,,,
TRUE,119.986,49.475,9.4,0.01197,2400,5.20E-18,0,0,G1,G1 X119.986 Y49.475 E0.01197,,,
TRUE,129.925,49.475,9.4,0.31404,2400,5.20E-18,0,0,G1,G1 X129.925 Y49.475 E0.31404,,,
TRUE,130.35,49.65,9.4,0.01452,2400,5.20E-18,0,0,G1,G1 X130.35 Y49.65 E0.01452,,,
TRUE,130.526,50.075,9.4,0.01453,2400,5.20E-18,0,0,G1,G1 X130.526 Y50.075 E0.01453,,,
TRUE,130.526,60.014,9.4,0.31404,2400,5.20E-18,0,0,G1,G1 X130.526 Y60.014 E0.31404,,,
TRUE,130.35,60.35,9.4,0.01198,2400,5.20E-18,0,0,G1,G1 X130.35 Y60.35 E0.01198,,,
TRUE,130.014,60.525,9.4,0.01197,2400,5.20E-18,0,0,G1,G1 X130.014 Y60.525 E0.01197,,,
TRUE,130.014,60.825,9.4,0.01197,7200,5.20E-18,0,0,G0,G0 F7200 X130.014 Y60.825,,,
TRUE,118.222,61.778,9.4,0.01197,7200,5.20E-18,0,0,G0,G0 X118.222 Y61.778,,,
TRUE,117.953,62.047,9.4,0.01197,7200,5.20E-18,0,0,G0,G0 X117.953 Y62.047,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,132.048,62.048,9.4,0.44536,1200,5.20E-18,0,0,G1,G1 F1200 X132.048 Y62.048 E0.44536,,,
TRUE,132.048,47.952,9.4,0.44539,1200,5.20E-18,0,0,G1,G1 X132.048 Y47.952 E0.44539,,,
TRUE,117.953,47.953,9.4,0.44536,1200,5.20E-18,0,0,G1,G1 X117.953 Y47.953 E0.44536,,,
TRUE,117.953,62.047,9.4,0.44533,1200,5.20E-18,0,0,G1,G1 X117.953 Y62.047 E0.44533,,,
TRUE,118.153,62.047,9.4,0.44533,7200,5.20E-18,0,0,G0,G0 F7200 X118.153 Y62.047,,,
TRUE,118.622,61.378,9.4,0.44533,7200,5.20E-18,0,0,G0,G0 X118.622 Y61.378,,,
TRUE,119.247,49.247,9.4,0.44533,7200,5.20E-18,0,0,G0,G0 X119.247 Y49.247,,,
TRUE,120.04,49.877,9.4,0.44533,7200,5.20E-18,0,0,G0,G0 X120.04 Y49.877,,,
TRUE,129.925,49.875,9.4,0.31234,1200,5.20E-18,0,0,G1,G1 F1200 X129.925 Y49.875 E0.31234,,,
TRUE,130.067,49.933,9.4,0.00485,1200,5.20E-18,0,0,G1,G1 X130.067 Y49.933 E0.00485,,,
TRUE,130.126,50.075,9.4,0.00486,1200,5.20E-18,0,0,G1,G1 X130.126 Y50.075 E0.00486,,,
TRUE,130.123,59.96,9.4,0.31234,1200,5.20E-18,0,0,G1,G1 X130.123 Y59.96 E0.31234,,,
TRUE,130.067,60.067,9.4,0.00382,1200,0.02,0,0,G1,G1 X130.067 Y60.067 E0.00382,,,
TRUE,129.96,60.123,9.4,0.00382,1200,0.02,0,0,G1,G1 X129.96 Y60.123 E0.00382,,,
TRUE,120.075,60.125,9.4,0.31234,1200,0.02,0,0,G1,G1 X120.075 Y60.125 E0.31234,,,
TRUE,119.933,60.067,9.4,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y60.067 E0.00485,,,
TRUE,119.877,59.96,9.4,0.00382,1200,-0.01,0,0,G1,G1 X119.877 Y59.96 E0.00382,,,
TRUE,119.875,50.075,9.4,0.31234,1200,-0.01,0,0,G1,G1 X119.875 Y50.075 E0.31234,,,
TRUE,119.933,49.933,9.4,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y49.933 E0.00485,,,
TRUE,120.04,49.877,9.4,0.00382,1200,-0.01,0,0,G1,G1 X120.04 Y49.877 E0.00382,,,
TRUE,120.24,49.877,9.4,0.00382,7200,-0.01,0,0,G0,G0 F7200 X120.24 Y49.877,,,
TRUE,120.24,49.175,9.4,0.00382,7200,-0.01,0,0,G0,G0 X120.24 Y49.175,,,
TRUE,130.753,49.247,9.4,0.00382,7200,-0.01,0,0,G0,G0 X130.753 Y49.247,,,
TRUE,130.753,60.753,9.4,0.00382,7200,-0.01,0,0,G0,G0 X130.753 Y60.753,,,
TRUE,130.102,60.895,9.4,0.00382,7200,-0.01,0,0,G0,G0 X130.102 Y60.895,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,128.086,60.895,9.4,0.07929,1014.8,-0.01,0,0,G1,G1 F1014.8 X128.086 Y60.895 E0.07929,,,
TRUE,126.07,60.895,9.4,0.07627,1054.9,5.20E-18,0,0,G1,G1 F1054.9 X126.07 Y60.895 E0.07627,,,
TRUE,124.054,60.895,9.4,0.07309,1100.9,5.20E-18,0,0,G1,G1 F1100.9 X124.054 Y60.895 E0.07309,,,
TRUE,122.038,60.895,9.4,0.0699,1151.1,5.20E-18,0,0,G1,G1 F1151.1 X122.038 Y60.895 E0.0699,,,
TRUE,120.022,60.895,9.4,0.06688,1203,5.20E-18,0,0,G1,G1 F1203 X120.022 Y60.895 E0.06688,,,
TRUE,119.319,60.683,9.4,0.02961,989.7,5.20E-18,0,0,G1,G1 F989.7 X119.319 Y60.683 E0.02961,,,
TRUE,119.116,60.129,9.4,0.02409,977.6,5.20E-18,0,0,G1,G1 F977.6 X119.116 Y60.129 E0.02409,,,
TRUE,119.105,60.036,9.4,0.00305,1224.5,5.20E-18,0,0,G1,G1 F1224.5 X119.105 Y60.036 E0.00305,,,
